id,handle,first_name,last_name,email,street,city,state,state_animal,real_food_affinity_category_id,luxury_brand_affinity_category_id,tech_gadget_affinity_category_id,travel_affinity_category_id
385,pvoasao,Pinchas,Voas,pvoasao@altervista.org,825 Buena Vista Parkway,Columbia,Missouri,Griffon vulture,3,7,10,14
386,rjestap,Robinson,Jest,rjestap@furl.net,81 4th Circle,Washington,District of Columbia,European beaver,4,6,10,14
387,ddobrowolnyaq,Daloris,Dobrowolny,ddobrowolnyaq@wunderground.com,0266 Coolidge Park,Augusta,Georgia,"Rhinoceros, white",3,8,10,15
388,ddalmonar,Dave,Dalmon,ddalmonar@bravesites.com,25 Bunting Plaza,Saint Louis,Missouri,Mudskipper (unidentified),1,7,12,16
389,sbonnettas,Stephanus,Bonnett,sbonnettas@odnoklassniki.ru,4 Rieder Point,Sioux City,Iowa,Blue waxbill,3,8,12,14
390,rsylvaineat,Robyn,Sylvaine,rsylvaineat@topsy.com,66 Armistice Terrace,Philadelphia,Pennsylvania,Spotted deer,2,6,10,13
391,keaggerau,Kerwinn,Eagger,keaggerau@patch.com,08873 Cottonwood Street,North Little Rock,Arkansas,European spoonbill,2,8,12,15
392,bmacquistav,Blane,MacQuist,bmacquistav@ebay.co.uk,840 Laurel Hill,Billings,Montana,Pine snake (unidentified),3,8,12,13
393,gakkeraw,Gar,Akker,gakkeraw@sciencedaily.com,827 Scott Road,Washington,District of Columbia,Campo flicker,4,7,10,15
394,jmcgrayleax,Jerrome,McGrayle,jmcgrayleax@dot.gov,05 Forest Run Alley,Washington,District of Columbia,Four-striped grass mouse,2,7,12,16
395,acalveray,Allys,Calver,acalveray@unicef.org,8105 Quincy Hill,Rochester,New York,"Jackal, asiatic",1,8,9,15
396,dwhallaz,Dorolisa,Whall,dwhallaz@yellowbook.com,03385 Grover Trail,Saint Petersburg,Florida,Rose-ringed parakeet,1,7,11,15
397,tjosselsonb0,Tonia,Josselson,tjosselsonb0@ted.com,611 Sloan Lane,Shawnee Mission,Kansas,Gulls (unidentified),1,7,9,13
398,gjowlingb1,Gaby,Jowling,gjowlingb1@networksolutions.com,181 Manley Trail,Concord,California,"Flicker, campo",4,6,9,15
399,rlongfordb2,Rollin,Longford,rlongfordb2@youtube.com,35 Kennedy Trail,Miami,Florida,European spoonbill,2,6,11,15
400,eyakovlevb3,Emmett,Yakovlev,eyakovlevb3@wufoo.com,73759 Gerald Court,Harrisburg,Pennsylvania,"Lark, horned",4,7,10,14
401,bfirminb4,Balduin,Firmin,bfirminb4@stumbleupon.com,7 Mallory Junction,Minneapolis,Minnesota,Western lowland gorilla,4,8,11,14
402,nmainwar#ngb5,Neila,Mainwaring,nmainwaringb5@shop-pro.jp,47 Vidon Circle,Huntington,West Virginia,"Kangaroo, eastern grey",2,7,12,13
403,dsergantb6,Deidre,Sergant,dsergantb6@zimbio.com,41 Lotheville Crossing,Washington,District of Columbia,Little grebe,3,8,9,16
404,ayeliashevb7,Arne,Yeliashev,ayeliashevb7@weebly.com,69 Dawn Alley,Charlotte,North Carolina,"Baboon, gelada",1,8,10,15
405,josherinb8,Jonah,O'Sherin,josherinb8@hhs.gov,7860 Fordem Place,Spokane,Washington,Genoveva,3,5,12,16
406,zstitsonb9,Zollie,Stitson,zstitsonb9@yahoo.co.jp,3973 Lakeland Parkway,Long Beach,California,Cape clawless otter,4,5,11,15
407,cquibellba,Corella,Quibell,cquibellba@stanford.edu,93926 Del Sol Terrace,Sacramento,California,"Albatross, waved",2,7,12,16
408,dgiovannaccibb,Daisie,Giovannacc@i,dgiovannaccibb@twitpic.com,17 Michigan Pass,Jacksonville,Florida,"Cat, european wild",1,7,9,16
409,ateasdalemarkiebc,Alvie,Teasdale-Markie,ateasdalemarkiebc@phoca.cz,946 1st Parkway,Augusta,Georgia,Platypus,1,7,10,13
410,amelbournebd,Alfonse,Melbourne,amelbournebd@si.edu,35656 Ronald Regan Parkway,Wichita,Kansas,"Cat, jungle",3,8,11,13
411,aayscoughbe,Ashla,Ayscough,aayscoughbe@technorati.com,888 Myrtle Road,Fort Myers,Florida,Burmese black mountain tortoise,1,7,10,13
412,wleaverbf,West,Leaver,wleaverbf@moonfruit.com,1 Lighthouse Bay Road,Phoenix,Arizona,"Spoonbill, european",3,5,10,15
413,asimonsenbg,Ax,NULL,asimonsenbg@storify.com,9037 Springview Terrace,Nashville,Tennessee,"Hawk, ferruginous",4,5,9,14
414,midwalevansbh,Marlane,Idwal Evans,midwalevansbh@dyndns.org,64779 Novick Lane,Newport News,Virginia,Coqui francolin,4,7,10,14
415,eriochbi,Errol,Rioch,eriochbi@earthlink.net,4 Saint Paul Center,New York City,New York,Fat-tailed dunnart,3,6,11,16
416,alefeuvrebj,Ava,Le feuvre,alefeuvrebj@artisteer.com,050 Crescent Oaks Point,Pinellas Park,Florida,"Boa, columbian rainbow",4,6,10,15
417,sattestonebk,Shep,Atte-Stone,sattestonebk@clickbank.net,578 American Ash Drive,Odessa,Texas,"Insect, stick",3,8,9,16
418,rfairnbl,Regina,Fairn,rfairnbl@ucoz.ru,9 Warrior Place,Louisville,Kentucky,Dama wallaby,3,6,11,14
419,jcabrarabm,Jennette,Cabrara,jcabrarabm@tumblr.com,408 Harper Plaza,Dallas,Texas,Levaillant's barbet,3,8,12,14
420,gbestimanbn,Gordy,Bestiman,gbestimanbn@parallels.com,4 Messerschmidt Alley,Des Moines,Iowa,"Jackal, silver-backed",3,8,11,14
421,aadlambo,Anderson,Adlam,aadlambo@theatlantic.com,549 Washington Junction,Indianapolis,Indiana,Lesser flamingo,1,6,10,16
422,sedsonbp,Sallyanne,Edson,sedsonbp@taobao.com,7 Farmco Road,New Orleans,Louisiana,Eastern cottontail rabbit,1,5,12,15
423,kbonifaziobq,Ki,Bonifazio,kbonifaziobq@fotki.com,83143 Commercial Street,Loretto,Minnesota,"Civet, small-toothed palm",4,5,12,14
424,mvareybr,Marcel,Varey,mvareybr@over-blog.com,4 North Junction,Little Rock,Arkansas,Sidewinder,3,8,10,14
425,rchatellbs,Ronalda,Chatell,rchatellbs@1688.com,7969 Butterfield Avenue,Pittsburgh,Pennsylvania,Bushbuck,3,5,9,14
426,smcmeylerbt,Sander,McMeyler,smcmeylerbt@hibu.com,99869 Mallard Circle,Fort Pierce,Florida,European red squirrel,2,8,11,15
427,bfeakins^u,Bill,Feakins,bfeakinsbu@qq.com,202 Dakota Junction,Los Angeles,California,Swallow (unidentified),4,8,10,16
428,etinlinebv,Ettore,Tinline,etinlinebv@constantcontact.com,9658 Farmco Court,Saint Petersburg,Florida,Chimpanzee,3,7,10,15
429,eolunnybw,Emmott,O'Lunny,eolunnybw@printfriendly.com,974 Eagan Street,Greensboro,North Carolina,Nyala,1,5,11,14
430,jvanderbeekbx,Jocko,Van der Beek,jvanderbeekbx@psu.edu,76 Meadow Valley Alley,Harrisburg,Pennsylvania,Burrowing owl,3,7,11,13
431,ctidcombby,Colas,Tidcomb,ctidcombby@nydailynews.com,48580 American Terrace,El Paso,NULL,Uinta ground squirrel,4,7,11,13
432,sdepietribz,Shaw,De Pietri,sdepietribz@biglobe.ne.jp,8 Harbort Terrace,Lexington,Kentucky,Black-backed magpie,2,7,9,13
433,amckinnonc0,Aggi,McKinnon,amckinnonc0@nasa.gov,52479 Novick Crossing,Jamaica,New York,"Fox, arctic",3,6,9,14
434,afavellec1,Amelia,Favelle,afavellec1@reuters.com,48 Hagan Court,Washington,District of Columbia,"Zorro, common",1,5,10,15
435,vgarshorec2,Vincents,Garshore,vgarshorec2@google.com,525 Northport Lane,Newcastle,United Kingdom,Bateleur eagle,1,7,9,16
436,adavidofskic3,Austina,Davidofski,adavidofskic3@wordpress.com,58874 7th Avenue,Longview,Texas,Common raccoon,1,8,12,16
437,csymmonsc4,Chrissy,Symmons,csymmonsc4@state.tx.us,57 Bluejay Avenue,Roanoke,Virginia,Brush-tailed bettong,3,7,10,14
438,lhathwoodc5,Lewie,Hathwood,lhathwoodc5@rambler.ru,158 Westerfield Place,Nashville,Tennessee,Agouti,1,6,9,15
439,gsamwaysc6,Gloriana,Samways,gsamwaysc6@oracle.com,4991 Hermina Point,Denton,Texas,Klipspringer,4,5,9,16
440,mboddiec7,Moise,Boddie,mboddiec7@google.com.br,7017 Scott Place,Port Charlotte,Florida,Springhare,1,7,11,14
441,hockleshawc8,Happy,Ockleshaw,hockleshawc8@hatena.ne.jp,4313 Kedzie Court,San Francisco,California,"Porcupine, prehensile-tailed",2,6,11,15
442,bdranc9,Boy,Dran,bdranc9@wired.com,63 Badeau Lane,New Orleans,Louisiana,Turtle (unidentified),3,8,11,16
443,dgovinica,Danie,Govini,dgovinica@state.gov,5 Debra Drive,Kansas City,Missouri,"Stork, openbill",3,5,12,15
444,galbrookcb,Gretna,Albrook,galbrookcb@google.es,90317 Morning Circle,New York City,New York,Little cormorant,3,8,10,13
445,cpordallcc,Conchita,Pordall,cpordallcc@statcounter.com,4 Park Meadow Avenue,Washington,District of Columbia,Andean goose,2,6,12,13
446,pmenerecd,Patience,Menere,pmenerecd@reference.com,2368 Michigan Center,Fresno,California,Raccoon dog,1,8,9,13
447,bruslingce,Broddie,Rusling,bruslingce@rakuten.co.jp,3 West Park,Boise,Idaho,Scarlet macaw,3,6,12,13
448,sviggarscf,Shanda,Viggars,sviggarscf@uiuc.edu,4 Grover Junction,Las Vegas,Nevada,Denham's bustard,3,7,9,14
449,lsachcg,Lanae,Sach,lsachcg@shutterfly.com,51 Mosinee Terrace,Dayton,Ohio,"Starfish, crown of thorns",1,7,12,15
450,amcshanech,Aura,McShane,amcshanech@wiley.com,0 Northridge Parkway,Bethlehem,Pennsylvania,Smith's bush squirrel,1,5,11,14
451,imcvittyci,Irving,McVitty,imcvittyci@unesco.org,99 Holy Cross Road,Spokane,Washington,"Rattlesnake, dusky",1,5,11,13
452,dburchmorecj,Dulcine,Burchmore,dburchmorecj@bbb.org,8757 Warrior Trail,Minneapolis,Minnesota,Civet (unidentified),2,5,12,14
453,$petrussick,Neda,Petrussi,npetrussick@histats.com,399 Towne Drive,Miami,Florida,White-throated robin,1,5,10,15
454,gskellycl,Garvin,Skelly,gskellycl@discovery.com,5426 Sloan Point,Kansas City,Missouri,"Baboon, gelada",4,5,11,15
455,sgwatkinscm,Sally,Gwatkins,sgwatkinscm@livejournal.com,33 Ridgeview Road,Oklahoma City,Oklahoma,Saddle-billed stork,3,7,12,14
456,emebiuscn,Eziechiele,Mebius,emebiuscn@mozilla.com,936 Luster Parkway,Dayton,Ohio,"Lynx, african",4,7,10,15
457,tgleetonco,Thornton,Gleeton,tgleetonco@privacy.gov.au,44 Prairieview Street,San Bernardino,California,"Squirrel, richardson's ground",3,7,11,13
458,grisingcp,Gay,Rising,grisingcp@google.com.hk,071 Truax Hill,Hartford,Connecticut,"Racer, blue",3,6,10,NULL
459,vbonafacinocq,Vale,Bonafacino,vbonafacinocq@behance.net,67 Boyd Road,Cedar Rapids,Iowa,"Crane, sarus",1,8,12,14
460,anancarrowcr,Ashien,Nan Carrow,anancarrowcr@house.gov,8513 Schlimgen Crossing,San Bernardino,California,"Francolin, coqui",3,7,11,13
461,nhuecs,Nanni,Hue,nhuecs@nytimes.com,5 Sloan Street,Hartford,Connecticut,White-cheeked pintail,4,7,9,15
462,sbadgerct,Simeon,Badger,sbadgerct@wsj.com,768 Sheridan Street,Columbus,Georgia,Four-horned antelope,3,7,10,16
463,dtillettc#,Desmond,Tillett,dtillettcu@dion.ne.jp,50103 Main Park,Atlanta,Georgia,Sage hen,2,8,10,14
464,shaimescv,Sam,Haimes,shaimescv@goo.ne.jp,0969 Fairview Way,Austin,Texas,"Heron, gray",4,5,12,14
465,ahelliscw,Aguste,Hellis,ahelliscw@dyndns.org,91 Manufacturers Hill,Portsmouth,NULL,"Crow, house",1,7,12,14
466,aw^eatcroftcx,Akim,Wheatcroft,awheatcroftcx@de.vu,0 Fair Oaks Drive,Des Moines,Iowa,White-throated toucan,1,8,11,16
467,desleycy,Drusilla,Esley,desleycy@reference.com,049 Esker Hill,Fayetteville,North Carolina,"Civet, common palm",3,5,12,15
468,gmcawcz,Graeme,McAw,gmcawcz@blogs.com,33 Manley Parkway,Lansing,Michigan,"Dragon, netted rock",1,5,11,14
469,pcheccuzzid0,Portie,Checcuzzi,pcheccuzzid0@scientificamerican.com,06 Grim Pass,Houston,Texas,Little grebe,3,7,11,14
470,zstationd1,Zak,Station,zstationd1@about.me,2531 Kennedy Place,Tucson,Arizona,Great skua,2,8,12,16
471,smundeed2,Scottie,Mundee,smundeed2@list-manage.com,3 Maple Wood Crossing,Los Angeles,California,Puma,1,5,10,13
472,bmacgibbond3,Bamby,MacGibbon,bmacgibbond3@time.com,099 Grasskamp Park,Dallas,Texas,Black curlew,3,7,10,14
473,fsparksd4,Fraze,Sparks,fsparksd4@elegantthemes.com,84 Butternut Trail,Sacramento,California,Red kangaroo,1,6,11,15
474,sdimitrescud5,Shirley,Dimitrescu,sdimitrescud5@pen.io,5281 Monica Way,Cleveland,Ohio,"Bison, american",3,7,11,14
475,cquaifed6,Chelsea,Quaife,cquaifed6@prlog.org,22 Northland Park,Scranton,Pennsylvania,"Goose, snow",2,5,11,13
476,jriccad7,Jonathan,Ricca,jriccad7@stanford.edu,07 Oxford Court,Peoria,NULL,"Dove, emerald-spotted wood",4,7,11,16
477,@stockalld8,Morlee,Stockall,mstockalld8@squidoo.com,250 Pawling Way,Honolulu,Hawaii,Spur-winged goose,4,7,9,15
478,fswanboroughd9,Frederic,Swanborough,fswanboroughd9@umich.edu,7884 8th Trail,New Castle,Pennsylvania,"Echidna, short-beaked",1,8,12,16
479,vreinertda,Vally,Reinert,vreinertda@ustream.tv,873 Village Green Place,Chicago,Texas,"Wallaby, dama",2,8,12,13
480,fbriattdb,Flory,Briatt,fbriattdb@typepad.com,89184 Rutledge Hill,Austin,Texas,Red-necked phalarope,4,8,12,15
481,bhuckledc,Brett,Huckle,bhuckledc@geocities.jp,371 Lawn Lane,Houston,Texas,Dingo,2,5,11,15
482,mmcowisdd,Mar,M'cowis,mmcowisdd@pinterest.com,91967 Russell Park,Hartford,Connecticut,Long-finned pilot whale,2,8,12,16
483,edepaolide,Egor,De Paoli,edepaolide@youku.com,9051 Dawn Hill,Bronx,New York,"Heron, boat-billed",1,5,11,14
484,eyushachkovdf,Ezri,Yushachkov,eyushachkovdf@sbwire.com,7 Del Sol Street,New Castle,Pennsylvania,"Crane, sarus",2,7,9,13
485,jbalmadg,Janean,Balma,jbalmadg@woothemes.com,3863 Ridgeway Alley,Buffalo,New York,Chimpanzee,1,7,11,13
486,mproudlerdh,Mickie,Proudler,mproudlerdh@zimbio.com,0 Oneill Road,Boise,Idaho,"Eland, common",2,6,11,15
487,lstranahandi,Lorene,Stranahan,lstranahandi@gravatar.com,4 Myrtle Alley,Vero Beach,Florida,Burmese brown mountain tortoise,1,8,12,14
488,lrozeadj,Lee,Rozea,lrozeadj@themeforest.net,56051 Mandrake Trail,Chicago,Illinois,"Corella, long-billed",1,8,11,15
489,rtreslerdk,Ruy,Tresler,rtreslerdk@java.com,3 Milwaukee Terrace,Indianapolis,Indiana,"Catfish, blue",4,6,11,16
490,jroddendl,Jard,Rodden,jroddendl@blinklist.com,259 Lotheville Trail,Phoenix,Arizona,"White-eye, cape",2,5,12,15
491,dpickerelldm,Duffy,Pickerell,dpickerelldm@nationalgeographic.com,5337 Redwing Place,Pittsburgh,Pennsylvania,Ring dove,1,8,9,14
492,dbeininckdn,Del,Beininck,dbeininckdn@google.fr,21513 Sheridan Crossing,Miami,Florida,Little blue penguin,4,6,11,15
493,segentando,Scotti,Egentan,segentando@nationalgeographic.com,684 La Follette Point,Charleston,West Virginia,Boat-billed heron,2,6,11,16
494,gnaisbittdp,Gertrud,Naisbitt,gnaisbittdp@about.me,06202 Stoughton Avenue,Beaverton,Oregon,"Hornbill, leadbeateri's ground",3,8,9,13
495,mgormallydq,Morly,Gormally,mgormallydq@yale.edu,9 Russell Pass,Garden Grove,California,"Hyena, spotted",4,7,9,13
496,wkirkwooddr,Wendi,Kirkwood,wkirkwooddr@netlog.com,94 Starling Terrace,Kansas City,Kansas,"Spurfowl, yellow-necked",4,5,11,15
497,qbuxamds,Quentin,Buxam,qbuxamds@lulu.com,653 Granby Junction,Aurora,Colorado,Gaur,2,5,10,14
498,kmansourdt,Karlis,Mansour,kmansourdt@xing.com,96 Village Parkway,Torrance,California,Roe deer,3,7,9,16
499,gfelkindu,Giovanni,Felkin,gfelkindu@goodreads.com,0 Carey Plaza,Buffalo,New York,Squirrel glider,4,7,11,15
500,jkohnertdv,Julita,Kohnert,jkohnertdv@bizjournals.com,7295 Graceland Plaza,San Diego,California,Southern elephant seal,2,7,12,16
501,cdurningdw,Corby,Durning,cdurningdw@state.gov,2 Sachtjen Terrace,Sandy,NULL,"Francolin, swainson's",2,6,9,14
502,sstokesdx,Shaylyn,Stokes,sstokesdx@usnews.com,538 Sunfield Circle,York,Pennsylvania,"Starfish, crown of thorns",2,5,10,14
503,agambledy,Anna-diane,Gamble,agambledy@home.pl,012 Jay Avenue,Fort Worth,Texas,"Bleu, blue-breasted cordon",1,8,9,13
504,abarthoddz,Alexandra,Barthod,abarthoddz@berkeley.edu,868 Alpine Road,Grand Rapids,Michigan,"White-eye, cape",3,8,10,15
505,dscandricke0,Dukey,Scandrick,dscandricke0@yale.edu,6 Jenna Crossing,Pittsburgh,NULL,"Lion, steller's sea",3,7,9,16
506,pabdye1,Perrine,Abdy,pabdye1@admin.ch,891 Ridgeview Junction,Charleston,NULL,Red-headed woodpecker,3,5,12,15
507,fbroue2,Flint,Brou,fbroue2@imgur.com,09 Arizona Trail,Fort Worth,Texas,Bare-faced go away bird,4,5,12,15
508,hgaytore3,Hilde,Gaytor,hgaytore3@people.com.cn,001 Jana Road,New York City,New York,Dama wallaby,2,6,11,14
509,h#eabone4,Hasheem,Seabon,hseabone4@chicagotribune.com,41210 Merrick Place,Raleigh,North Carolina,Western lowland gorilla,2,5,11,16
510,zferrieroie5,Zahara,Ferrieroi,zferrieroie5@storify.com,4106 Oak Valley Place,Columbia,South Carolina,"Vulture, griffon",1,8,11,15
511,maneleye6,Meryl,Aneley,maneleye6@homestead.com,48 Pleasure Terrace,New Orleans,Louisiana,"Cobra, egyptian",3,8,12,16
512,tsimen%te7,Ty,Simenet,tsimenete7@domainmarket.com,962 Oak Place,Clearwater,Florida,"Sungazer, yellow-brown",2,8,10,14
513,cmasdinge8,Cal,Masding,cmasdinge8@smugmug.com,8 Dorton Lane,Corpus Christi,Texas,"Eland, common",1,6,12,14
514,ctullote9,Cariotta,Tullot,ctullote9@disqus.com,797 Green Hill,Boston,Massachusetts,"Waxbill, blue",1,6,9,15
515,mcarmanea,Margette,Carman,mcarmanea@elegantthemes.com,54 Basil Place,Newark,New Jersey,Northern elephant seal,2,5,9,13
516,arudeyeardeb,Aubrey,Rudeyeard,arudeyeardeb@loc.gov,309 Luster Trail,Cedar Rapids,Iowa,Common rhea,4,8,11,16
517,nhunnaballec,Netti,Hunnaball,nhunnaballec@barnesandnoble.com,70 Meadow Valley Road,North Las Vegas,Nevada,Musk ox,3,5,10,14
518,kchristofored,Kingsly,Christofor,kchristofored@walmart.com,809 Spenser Center,Northridge,California,Greater sage grouse,2,6,12,13
519,ebramptonee,Emelina,Brampton,ebramptonee@archive.org,6 Welch Way,North Port,Florida,Swallow-tail gull,1,6,11,15
520,sreaceef,Sheba,Reace,sreaceef@nps.gov,703 Fallview Crossing,Scottsdale,Arizona,Black rhinoceros,1,6,12,15
521,wembletoneg,Wynn,Embleton,wembletoneg@telegraph.co.uk,03662 Oak Valley Terrace,Lehigh Acres,Florida,Cape wild cat,1,8,10,16
522,fkhidreh,Fletch,Khidr,fkhidreh@go.com,325 Tony Avenue,Washington,District of Columbia,Bontebok,1,8,9,13
523,rroyansei,Randy,Royans,rroyansei@google.de,001 Hooker Park,Charlotte,North Carolina,"Albatross, waved",2,8,9,15
524,gdelayglesiasej,Gerda,De la Yglesias,gdelayglesiasej@tamu.edu,98 Carioca Plaza,Wichita,Kansas,"Lemur, ring-tailed",4,6,12,16
525,wcarnelleyek,Wyn,Carnelley,wcarnelleyek@pagesperso-orange.fr,78544 John Wall Lane,Dayton,Ohio,"Beaver, american",2,8,10,14
526,wbanfillel,Wakefield,Banfill,wbanfillel@cnet.com,045 Summer Ridge Parkway,Arlington,Virginia,"Sandpiper, spotted wood",3,7,12,13
527,tslyfordem,Tommie,Slyford,tslyfordem@pbs.org,513 Dexter Circle,Columbus,Ohio,"Whale, baleen",4,6,9,16
528,habraharten,Haily,Abrahart,habraharten@baidu.com,5 Comanche Plaza,San Francisco,NULL,"Goldeneye, common",3,7,10,14
529,obruckeo,Oberon,Bruck,obruckeo@fda.gov,30503 Surrey Circle,Vienna,Virginia,"Spurfowl, yellow-necked",4,6,11,15
530,htythertonep,Hyacintha,Tytherton,htythertonep@tamu.edu,420 Roxbury Drive,Orlando,Florida,"Stork, white-necked",4,6,12,15
531,rrudalleq,Rodolph,Rudall,rrudalleq@amazon.com,31 Walton Alley,San Antonio,NULL,"Marmot, yellow-bellied",4,7,9,13
532,nassarder,Nerita,Assard,nassarder@omniture.com,8009 New Castle Court,Charlotte,North Carolina,Crested porcupine,3,8,12,16
533,tmyerses,Tresa,Myers,tmyerses@auda.org.au,72 Dunning Court,Bakersfield,California,"Eagle, bald",1,8,12,14
534,ladriaanet,Leon,Adriaan,ladriaanet@weather.com,89 Rieder Terrace,Terre Haute,Indiana,Bottle-nose dolphin,4,6,10,13
535,sshurmereu,Seumas,Shurmer,sshurmereu@umn.edu,19 Sugar Way,Schenectady,New York,White-browed sparrow weaver,1,5,11,13
536,aingleseev,Aurie,Inglese,aingleseev@xing.com,085 Eliot Terrace,Morgantown,West Virginia,"Lark, horned",2,7,10,16
537,lmacerew,Lionel,Macer,lmacerew@topsy.com,895 Hagan Road,Pasadena,California,"Oystercatcher, blackish",2,8,10,13
538,megeex,Maxy,Ege,megeex@businessweek.com,9 Haas Lane,San Diego,California,"Heron, striated",3,8,9,14
539,vgiovanettiey,Verine,Giovanetti,vgiovanettiey@purevolume.com,4 Loeprich Parkway,New Orleans,Louisiana,Prairie falcon,4,7,12,15
540,lgoldsbroughez,Lynna,Goldsbrough,lgoldsbroughez@woothemes.com,20 Farmco Hill,Omaha,Nebraska,"Bee-eater, white-fronted",3,7,10,13
541,lbewseyf0,Loria,Bewsey,lbewseyf0@nps.gov,290 Spohn Avenue,Las Cruces,New Mexico,Blackish oystercatcher,4,6,9,15
542,cstockleyf1,Charmine,Stockley,cstockleyf1@cargocollective.com,3310 Comanche Terrace,Boulder,Colorado,Tawny eagle,2,6,10,14
543,cwart$nbyf2,Cornela,Wartonby,cwartonbyf2@netlog.com,2 Bunting Avenue,Zephyrhills,Florida,"Baboon, savanna",3,8,10,15
544,carnetf3,Carlen,Arnet,carnetf3@engadget.com,34 Old Shore Way,Evansville,Indiana,Egyptian vulture,4,8,9,16
545,mschimankf4,Markus,Schimank,mschimankf4@dagondesign.com,67998 Twin Pines Pass,Chicago,Illinois,"Kangaroo, black-faced",4,7,10,14
546,rkalderonf5,Rosella,Kalderon,rkalderonf5@princeton.edu,03912 Namekagon Drive,Orlando,Florida,"Sparrow, house",2,6,12,14
547,hmcgrannf6,Husain,McGrann,hmcgrannf6@hostgator.com,0 Express Street,Newton,Massachusetts,Yak,2,5,12,13
548,ssleithf7,Sheffy,Sleith,ssleithf7@nifty.com,0814 Hallows Way,Washington,District of Columbia,"Civet, small-toothed palm",2,6,9,14
549,agooldenf8,Amitie,Goolden,agooldenf8@redcross.org,648 Maple Wood Hill,Shawnee Mission,Kansas,Crab-eating raccoon,1,7,9,13
550,kshayesf9,Kanya,Shayes,kshayesf9@sfgate.com,82527 Elmside Court,Washington,District of Columbia,"Stork, marabou",2,6,9,16
551,pwiggansfa,Padgett,Wiggans,pwiggansfa@earthlink.net,56184 Northview Crossing,Greenville,South Carolina,"Lemming, collared",2,5,10,13
552,aklinefb,Andre,Kline,aklinefb@opensource.org,8 Cherokee Circle,Bronx,New York,Uinta ground squirrel,4,6,10,14
553,achiswellfc,Amelie,Chiswell,achiswellfc@bizjournals.com,7 Talmadge Center,Fresno,California,"Possum, golden brush-tailed",4,8,11,13
554,glotheringtonfd,Garvey,Lotherington,glotheringtonfd@hatena.ne.jp,99918 Marcy Avenue,Chicago,Illinois,"Kiskadee, great",4,6,10,16
555,rritch#ngsfe,Rachele,Ritchings,rritchingsfe@ed.gov,05631 Novick Point,Grand Rapids,Michigan,Vine snake (unidentified),2,5,9,16
556,mnozzoliiff,Millie,Nozzolii,mnozzoliiff@nyu.edu,5258 Mitchell Alley,Hartford,Connecticut,South American sea lion,1,6,11,15
557,vzanettifg,Vernice,Zanetti,vzanettifg@themeforest.net,763 Harbort Avenue,Washington,District of Columbia,California sea lion,4,7,11,16
558,rroscriggfh,Raimund,Roscrigg,rroscriggfh@addthis.com,51 Melby Park,Roanoke,Virginia,Dingo,1,5,11,15
559,cbarnwallfi,Cathy,Barnwall,cbarnwallfi@51.la,1112 Sloan Circle,Tucson,Arizona,"Squirrel, african bush",3,8,10,14
560,jcolecroughfj,Joscelin,Colecrough,jcolecroughfj@skype.com,84 Lotheville Street,Lincoln,Nebraska,Ring dove,4,6,9,15
561,bferreresfk,Bartie,Ferreres,bferreresfk@columbia.edu,0172 Meadow Valley Avenue,Louisville,Kentucky,Nubian bee-eater,3,5,11,13
562,smalecfl,Svend,Malec,smalecfl@chicagotribune.com,27 Bunker Hill Drive,Honolulu,Hawaii,Hanuman langur,2,7,9,16
563,hpomfreyfm,Haleigh,Pomfrey,hpomfreyfm@engadget.com,58 Morning Lane,El Paso,Texas,"Stork, european",3,26,9,13
564,sdeguisefn,Sammy,de Guise,sdeguisefn@wordpress.com,5994 Larry Circle,Hollywood,NULL,Ring-tailed coatimundi,4,6,10,15
565,ccoskerfo,Cheslie,Cosker,ccoskerfo@desdev.cn,432 International Court,Melbourne,Florida,Giant otter,4,7,11,15
566,ichildesfp,Ibbie,Childes,ichildesfp@weather.com,3891 Graceland Circle,Stockton,California,"Mouse, four-striped grass",4,5,11,14
567,jmerrellfq,Judy,Merrell,jmerrellfq@scientificamerican.com,79609 Miller Park,Texarkana,Texas,Common ringtail,1,6,10,14
568,tdurdyfr,Tallia,Durdy,tdurdyfr@bravesites.com,22 Cascade Place,Pensacola,NULL,Green vine snake,1,5,12,13
569,ltruswellfs,Lek,Truswell,ltruswellfs@macromedia.com,33483 Schmedeman Parkway,El Paso,Texas,Hawk-headed parrot,4,7,9,15
570,zvongladbachft,Zachary,Von Gladbach,zvongladbachft@google.nl,024 Carioca Alley,Phoenix,Arizona,Grant's gazelle,3,6,9,14
571,lcoxenfu,Lyon,Coxen,lcoxenfu@bbb.org,340 Green Plaza,Davenport,NULL,"Wallaby, river",4,8,10,15
572,gcommuccifv,Giffy,Commucci,gcommuccifv@nytimes.com,3392 Declaration Crossing,Carlsbad,California,Nyala,3,5,10,15
573,ktalbotfw,Karlie,Talbot,ktalbotfw@unblog.fr,045 Fisk Trail,Atlanta,Georgia,"Cat, kaffir",2,5,12,16
574,hw$semanfx,Harri,Wiseman,hwisemanfx@unicef.org,073 Utah Circle,Riverside,California,Onager,2,6,12,15
575,smckeighanfy,Sybila,McKeighan,smckeighanfy@so-net.ne.jp,74 American Park,Las Cruces,New Mexico,Sociable weaver,4,5,10,14
576,rrembaudfz,Ric,Rembaud,rrembaudfz@wordpress.com,72901 Aberg Center,Spokane,Washington,Cape cobra,1,7,12,16
577,nsmolang0,Noel,Smolan,nsmolang0@mapquest.com,139 Troy Center,Milwaukee,Wisconsin,Arboral spiny rat,2,7,10,14
